----------------------------------------------------------------------------------------------------------------------------------------------
----------------------------------------------------------------------------------------------------------------------------------------------
 LID                                      LID(String)      Filename         Verno                                 Description    Category   Attribute
 287           NVRAM_EF_EL1_MIPI_RX_EVENT_4THBAND_LID          EL34           000                                      (null)      0x1400      0x0000
 288           NVRAM_EF_EL1_MIPI_RX_EVENT_5THBAND_LID          EL35           000                                      (null)      0x1400      0x0000
 289           NVRAM_EF_EL1_MIPI_RX_EVENT_6THBAND_LID          EL36           000                                      (null)      0x1400      0x0000
 290           NVRAM_EF_EL1_MIPI_RX_EVENT_7THBAND_LID          EL37           000                                      (null)      0x1400      0x0000
 291           NVRAM_EF_EL1_MIPI_RX_EVENT_8THBAND_LID          EL38           000                                      (null)      0x1400      0x0000
 292           NVRAM_EF_EL1_MIPI_RX_EVENT_9THBAND_LID          EL39           000                                      (null)      0x1400      0x0000
 293          NVRAM_EF_EL1_MIPI_RX_EVENT_10THBAND_LID          EL3A           000                                      (null)      0x1400      0x0000
 294          NVRAM_EF_EL1_MIPI_RX_EVENT_11THBAND_LID          EL3B           000                                      (null)      0x1400      0x0000
 295          NVRAM_EF_EL1_MIPI_RX_EVENT_12THBAND_LID          EL3C           000                                      (null)      0x1400      0x0000
 296          NVRAM_EF_EL1_MIPI_RX_EVENT_13THBAND_LID          EL3D           000                                      (null)      0x1400      0x0000
 297          NVRAM_EF_EL1_MIPI_RX_EVENT_14THBAND_LID          EL3E           000                                      (null)      0x1400      0x0000
 298           NVRAM_EF_EL1_MIPI_TX_EVENT_1STBAND_LID          EL3F           000                                      (null)      0x1400      0x0000
 299           NVRAM_EF_EL1_MIPI_TX_EVENT_2NDBAND_LID          EL3G           000                                      (null)      0x1400      0x0000
 300           NVRAM_EF_EL1_MIPI_TX_EVENT_3RDBAND_LID          EL3H           000                                      (null)      0x1400      0x0000
 301           NVRAM_EF_EL1_MIPI_TX_EVENT_4THBAND_LID          EL3I           000                                      (null)      0x1400      0x0000
 302           NVRAM_EF_EL1_MIPI_TX_EVENT_5THBAND_LID          EL3J           000                                      (null)      0x1400      0x0000
 303           NVRAM_EF_EL1_MIPI_TX_EVENT_6THBAND_LID          EL3K           000                                      (null)      0x1400      0x0000
 304           NVRAM_EF_EL1_MIPI_TX_EVENT_7THBAND_LID          EL3L           000                                      (null)      0x1400      0x0000
 305           NVRAM_EF_EL1_MIPI_TX_EVENT_8THBAND_LID          EL3M           000                                      (null)      0x1400      0x0000
 306           NVRAM_EF_EL1_MIPI_TX_EVENT_9THBAND_LID          EL3N           000                                      (null)      0x1400      0x0000
 307          NVRAM_EF_EL1_MIPI_TX_EVENT_10THBAND_LID          EL3O           000                                      (null)      0x1400      0x0000
 308          NVRAM_EF_EL1_MIPI_TX_EVENT_11THBAND_LID          EL3P           000                                      (null)      0x1400      0x0000
 309          NVRAM_EF_EL1_MIPI_TX_EVENT_12THBAND_LID          EL3Q           000                                      (null)      0x1400      0x0000
 310          NVRAM_EF_EL1_MIPI_TX_EVENT_13THBAND_LID          EL3R           000                                      (null)      0x1400      0x0000
 311          NVRAM_EF_EL1_MIPI_TX_EVENT_14THBAND_LID          EL3S           000                                      (null)      0x1400      0x0000
 326    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_1STBAND_LID          EL3T           002                                      (null)      0x1400      0x0000
 327    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_2NDBAND_LID          EL3U           002                                      (null)      0x1400      0x0000
 328    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_3RDBAND_LID          EL3V           002                                      (null)      0x1400      0x0000
 329    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_4THBAND_LID          EL3W           002                                      (null)      0x1400      0x0000
 330    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_5THBAND_LID          EL3X           002                                      (null)      0x1400      0x0000
 331    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_6THBAND_LID          EL3Y           002                                      (null)      0x1400      0x0000
 332    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_7THBAND_LID          EL3Z           002                                      (null)      0x1400      0x0000
 333    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_8THBAND_LID          EL40           002                                      (null)      0x1400      0x0000
 334    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_9THBAND_LID          EL41           002                                      (null)      0x1400      0x0000
 335    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_10THBAND_LID          EL42           002                                      (null)      0x1400      0x0000
 336    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_11THBAND_LID          EL43           002                                      (null)      0x1400      0x0000
 337    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_12THBAND_LID          EL44           002                                      (null)      0x1400      0x0000
 338    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_13THBAND_LID          EL45           002                                      (null)      0x1400      0x0000
 339    NVRAM_EF_EL1_MIPI_PA_TPC_SECTION_DATA_14THBAND_LID          EL46           002                                      (null)      0x1400      0x0000
 259                       NVRAM_EF_EL1_MPRADJTBL_LID          EL47           000                                      (null)      0x1400      0x0000
 260                      NVRAM_EF_EL1_AMPRADJTBL_LID          EL48           000                                      (null)      0x1400      0x0000
 312          NVRAM_EF_EL1_MIPI_TPC_EVENT_1STBAND_LID          EL49           000                                      (null)      0x1400      0x0000
 313          NVRAM_EF_EL1_MIPI_TPC_EVENT_2NDBAND_LID          EL4A           000                                      (null)      0x1400      0x0000
 314          NVRAM_EF_EL1_MIPI_TPC_EVENT_3RDBAND_LID          EL4B           000                                      (null)      0x1400      0x0000
 315          NVRAM_EF_EL1_MIPI_TPC_EVENT_4THBAND_LID          EL4C           000                                      (null)      0x1400      0x0000
 316          NVRAM_EF_EL1_MIPI_TPC_EVENT_5THBAND_LID          EL4D           000                                      (null)      0x1400      0x0000
 317          NVRAM_EF_EL1_MIPI_TPC_EVENT_6THBAND_LID          EL4E           000                                      (null)      0x1400      0x0000
 318          NVRAM_EF_EL1_MIPI_TPC_EVENT_7THBAND_LID          EL4F           000                                      (null)      0x1400      0x0000
 319          NVRAM_EF_EL1_MIPI_TPC_EVENT_8THBAND_LID          EL4G           000                                      (null)      0x1400      0x0000
 320          NVRAM_EF_EL1_MIPI_TPC_EVENT_9THBAND_LID          EL4H           000                                      (null)      0x1400      0x0000
 321         NVRAM_EF_EL1_MIPI_TPC_EVENT_10THBAND_LID          EL4I           000                                      (null)      0x1400      0x0000
 322         NVRAM_EF_EL1_MIPI_TPC_EVENT_11THBAND_LID          EL4J           000                                      (null)      0x1400      0x0000
 323         NVRAM_EF_EL1_MIPI_TPC_EVENT_12THBAND_LID          EL4K           000                                      (null)      0x1400      0x0000
 324         NVRAM_EF_EL1_MIPI_TPC_EVENT_13THBAND_LID          EL4L           000                                      (null)      0x1400      0x0000
 325         NVRAM_EF_EL1_MIPI_TPC_EVENT_14THBAND_LID          EL4M           000                                      (null)      0x1400      0x0000
 280                  NVRAM_EF_EL1_RXON_BPIOFFSET_LID          EL4N           001                                      (null)      0x1400      0x0000
 281                  NVRAM_EF_EL1_TXON_BPIOFFSET_LID          EL4O           001                                      (null)      0x1400      0x0000
 282                 NVRAM_EF_EL1_RXOFF_BPIOFFSET_LID          EL4P           001                                      (null)      0x1400      0x0000
 283                 NVRAM_EF_EL1_TXOFF_BPIOFFSET_LID          EL4Q           001                                      (null)      0x1400      0x0000
 373             NVRAM_EF_EL1_MIPI_BYPASS_FEATURE_LID          EL4R           000                                      (null)      0x1400      0x0000
 374    NVRAM_EF_EL1_MIPI_BYPASS_TX_EVENT_1STBAND_LID          EL4S           000                                      (null)      0x1400      0x0000
 375    NVRAM_EF_EL1_MIPI_BYPASS_TX_EVENT_2NDBAND_LID          EL4T           000                                      (null)      0x1400      0x0000
 376    NVRAM_EF_EL1_MIPI_BYPASS_TX_EVENT_3RDBAND_LID          EL4U           000                                      (null)      0x1400      0x0000
 379    NVRAM_EF_EL1_MIPI_BYPASS_TPC_EVENT_1STBAND_LID          EL4V           000                                      (null)      0x1400      0x0000
 380    NVRAM_EF_EL1_MIPI_BYPASS_TPC_EVENT_2NDBAND_LID          EL4X           000                                      (null)      0x1400      0x0000
 381    NVRAM_EF_EL1_MIPI_BYPASS_TPC_EVENT_3RDBAND_LID          EL4Y           000                                      (null)      0x1400      0x0000
 384    NVRAM_EF_EL1_MIPI_BYPASS_PA_TPC_SECTION_DATA_1STBAND_LID          EL4Z           000                                      (null)      0x1400      0x0000
 385    NVRAM_EF_EL1_MIPI_BYPASS_PA_TPC_SECTION_DATA_2NDBAND_LID          EL50           000                                      (null)      0x1400      0x0000
 386    NVRAM_EF_EL1_MIPI_BYPASS_PA_TPC_SECTION_DATA_3RDBAND_LID          EL51           000                                      (null)      0x1400      0x0000
 340            NVRAM_EF_EL1_MIPI_RX_DATA_1STBAND_LID          EL52           001                                      (null)      0x1400      0x0000
 341            NVRAM_EF_EL1_MIPI_RX_DATA_2NDBAND_LID          EL53           001                                      (null)      0x1400      0x0000
 342            NVRAM_EF_EL1_MIPI_RX_DATA_3RDBAND_LID          EL54           001                                      (null)      0x1400      0x0000
 343            NVRAM_EF_EL1_MIPI_RX_DATA_4THBAND_LID          EL55           001                                      (null)      0x1400      0x0000
 344            NVRAM_EF_EL1_MIPI_RX_DATA_5THBAND_LID          EL56           001                                      (null)      0x1400      0x0000
 345            NVRAM_EF_EL1_MIPI_RX_DATA_6THBAND_LID          EL57           001                                      (null)      0x1400      0x0000
 346            NVRAM_EF_EL1_MIPI_RX_DATA_7THBAND_LID          EL58           001                                      (null)      0x1400      0x0000
 347            NVRAM_EF_EL1_MIPI_RX_DATA_8THBAND_LID          EL59           001                                      (null)      0x1400      0x0000
 348            NVRAM_EF_EL1_MIPI_RX_DATA_9THBAND_LID          EL5A           001                                      (null)      0x1400      0x0000
 349           NVRAM_EF_EL1_MIPI_RX_DATA_10THBAND_LID          EL5B           001                                      (null)      0x1400      0x0000
 350           NVRAM_EF_EL1_MIPI_RX_DATA_11THBAND_LID          EL5C           001                                      (null)      0x1400      0x0000
 351           NVRAM_EF_EL1_MIPI_RX_DATA_12THBAND_LID          EL5D           001                                      (null)      0x1400      0x0000
 352           NVRAM_EF_EL1_MIPI_RX_DATA_13THBAND_LID          EL5E           001                                      (null)      0x1400      0x0000
 353           NVRAM_EF_EL1_MIPI_RX_DATA_14THBAND_LID          EL5F           001                                      (null)      0x1400      0x0000
 354            NVRAM_EF_EL1_MIPI_TX_DATA_1STBAND_LID          EL5G           001                                      (null)      0x1400      0x0000
 355            NVRAM_EF_EL1_MIPI_TX_DATA_2NDBAND_LID          EL5H           001                                      (null)      0x1400      0x0000
 356            NVRAM_EF_EL1_MIPI_TX_DATA_3RDBAND_LID          EL5I           001                                      (null)      0x1400      0x0000
 357            NVRAM_EF_EL1_MIPI_TX_DATA_4THBAND_LID          EL5J           001                                      (null)      0x1400      0x0000
 358            NVRAM_EF_EL1_MIPI_TX_DATA_5THBAND_LID          EL5K           001                                      (null)      0x1400      0x0000
 359            NVRAM_EF_EL1_MIPI_TX_DATA_6THBAND_LID          EL5L           001                                      (null)      0x1400      0x0000
 360            NVRAM_EF_EL1_MIPI_TX_DATA_7THBAND_LID          EL5M           001                                      (null)      0x1400      0x0000
 361            NVRAM_EF_EL1_MIPI_TX_DATA_8THBAND_LID          EL5N           001                                      (null)      0x1400      0x0000
 362            NVRAM_EF_EL1_MIPI_TX_DATA_9THBAND_LID          EL5O           001                                      (null)      0x1400      0x0000
 363           NVRAM_EF_EL1_MIPI_TX_DATA_10THBAND_LID          EL5P           001                                      (null)      0x1400      0x0000
 364           NVRAM_EF_EL1_MIPI_TX_DATA_11THBAND_LID          EL5Q           001                                      (null)      0x1400      0x0000
 365           NVRAM_EF_EL1_MIPI_TX_DATA_12THBAND_LID          EL5R           001                                      (null)      0x1400      0x0000
 366           NVRAM_EF_EL1_MIPI_TX_DATA_13THBAND_LID          EL5S           001                                      (null)      0x1400      0x0000
 367           NVRAM_EF_EL1_MIPI_TX_DATA_14THBAND_LID          EL5T           001                                      (null)      0x1400      0x0000
 368     NVRAM_EF_EL1_MIPI_BYPASS_TX_DATA_1STBAND_LID          EL5U           001                                      (null)      0x1400      0x0000
 369     NVRAM_EF_EL1_MIPI_BYPASS_TX_DATA_2NDBAND_LID          EL5V           001                                      (null)      0x1400      0x0000
 370     NVRAM_EF_EL1_MIPI_BYPASS_TX_DATA_3RDBAND_LID          EL5W           001                                      (null)      0x1400      0x0000
 377    NVRAM_EF_EL1_MIPI_BYPASS_TX_EVENT_4THBAND_LID          EL6C           000                                      (null)      0x1400      0x0000
 378    NVRAM_EF_EL1_MIPI_BYPASS_TX_EVENT_5THBAND_LID          EL6D           000                                      (null)      0x1400      0x0000
 382    NVRAM_EF_EL1_MIPI_BYPASS_TPC_EVENT_4THBAND_LID          EL6E           000                                      (null)      0x1400      0x0000
 383    NVRAM_EF_EL1_MIPI_BYPASS_TPC_EVENT_5THBAND_LID          EL6F           000                                      (null)      0x1400      0x0000
 387    NVRAM_EF_EL1_MIPI_BYPASS_PA_TPC_SECTION_DATA_4THBAND_LID          EL6G           000                                      (null)      0x1400      0x0000
 388    NVRAM_EF_EL1_MIPI_BYPASS_PA_TPC_SECTION_DATA_5THBAND_LID          EL6H           000                                      (null)      0x1400      0x0000
 371     NVRAM_EF_EL1_MIPI_BYPASS_TX_DATA_4THBAND_LID          EL6I           000                                      (null)      0x1400      0x0000
 372     NVRAM_EF_EL1_MIPI_BYPASS_TX_DATA_5THBAND_LID          EL6J           000                                      (null)      0x1400      0x0000
 404                   NVRAM_EF_EL1_TAS_PARAMETER_LID          EL6K           001                                      (null)      0x1400      0x0000
 407            NVRAM_EF_EL1_SVLTE_BAND_INDICATOR_LID          EL6M           000                                      (null)      0x1400      0x0000
 406                 NVRAM_EF_EL1_GPS_CO_TMS_DATA_LID          EL6N           000                                      (null)      0x1400      0x0000
 408            NVRAM_EF_MML1_CUSTOM_DYNAMIC_INIT_LID          ML0A           001                                      (null)      0x1400      0x0000
 409                NVRAM_EF_MML1_MIPI_INITIAL_CW_LID          ML0B           000                                      (null)      0x1400      0x0000
 410               NVRAM_EF_MML1_MIPI_USID_CHANGE_LID          ML0C           000                                      (null)      0x1400      0x0000
 411                          NVRAM_EF_HMU_CONFIG_LID          MT7A           001                                      (null)      0x0000      0x0000
 412                       NVRAM_EF_HMU_HD_CONFIG_LID          MT7B           001                                      (null)      0x0000      0x0000
 413                          NVRAM_EF_NMU_CONFIG_LID          MT7C           000                                      (null)      0x0000      0x0000
 415                 NVRAM_EF_REGIONAL_PHONE_MODE_LID          MT78           000                                      (null)      0x0000      0x0080
 178                         NVRAM_EF_IMS_PROFILE_LID          MT79           009                                      (null)      0x0000      0x0000
 179                      NVRAM_EF_LTECSR_PROFILE_LID          MT82           000                                      (null)      0x0000      0x0000
 180                     NVRAM_EF_VDM_ADS_PROFILE_LID          MT83           004                                      (null)      0x0000      0x0000
 116           NVRAM_EF_L1_MIPI_CTRL_TABLE_GSM850_LID          MT3K           000                                      (null)      0x0400      0x0000
 117           NVRAM_EF_L1_MIPI_CTRL_TABLE_GSM900_LID          MT3M           000                                      (null)      0x0400      0x0000
 118          NVRAM_EF_L1_MIPI_CTRL_TABLE_DCS1800_LID          MT3O           000                                      (null)      0x0400      0x0000
 119          NVRAM_EF_L1_MIPI_CTRL_TABLE_PCS1900_LID          MT3Q           000                                      (null)      0x0400      0x0000
 120     NVRAM_EF_L1_CUSTOM_DRDI_STATUS_DEBUGINFO_LID          MT3S           001                                      (null)      0x0400      0x0000
  54               NVRAM_EF_L1_TAS_CUSTOM_PARAMES_LID          MT9X           001                                      (null)      0x0400      0x0000
  55                 NVRAM_EF_L1_TAS_CUSTOM_PDATA_LID          MT9Z           000                                      (null)      0x0400      0x0000
 417                    NVRAM_EF_SBP_MODEM_CONFIG_LID          MT80           057                                      (null)      0x0000      0x0008
 418               NVRAM_EF_SBP_MODEM_DATA_CONFIG_LID          MT81           001                                      (null)      0x0000      0x0008
 424                          NVRAM_EF_2G_BA_INFO_LID          MT84           001                                      (null)      0x0000      0x0000
1026                 NVRAM_EF_UL1_3G_RF_PARAMETER_LID          MT2S           000                                      (null)      0x0400      0x0001
1027               NVRAM_EF_UL1_IOT_CUSTOMIZATION_LID          MT2T           000                                      (null)      0x0100      0x0001
1028                   NVRAM_EF_UL1_HSPA_CATEGORY_LID          MT2U           000                                      (null)      0x0100      0x0001
 195       NVRAM_EF_UL1_CUSTOM_DYNAMIC_INIT_DEBUG_LID          MT2V           000                                      (null)      0x0000      0x0000
1029              NVRAM_EF_UL1_MIPI_TPC_HIGHBAND1_LID          ULM1           000                                      (null)      0x0400      0x0001
1030              NVRAM_EF_UL1_MIPI_TPC_HIGHBAND2_LID          ULM2           000                                      (null)      0x0400      0x0001
1031              NVRAM_EF_UL1_MIPI_TPC_HIGHBAND3_LID          ULM3           000                                      (null)      0x0400      0x0001
1032               NVRAM_EF_UL1_MIPI_TPC_LOWBAND1_LID          ULM4           000                                      (null)      0x0400      0x0001
1033               NVRAM_EF_UL1_MIPI_TPC_LOWBAND2_LID          ULM5           000                                      (null)      0x0400      0x0001
1039         NVRAM_EF_UL1_MIPI_RX_EVENT_HIGHBAND1_LID          ULMB           000                                      (null)      0x0400      0x0001
1040         NVRAM_EF_UL1_MIPI_RX_EVENT_HIGHBAND2_LID          ULMC           000                                      (null)      0x0400      0x0001
1041         NVRAM_EF_UL1_MIPI_RX_EVENT_HIGHBAND3_LID          ULMD           000                                      (null)      0x0400      0x0001
1042          NVRAM_EF_UL1_MIPI_RX_EVENT_LOWBAND1_LID          ULME           000                                      (null)      0x0400      0x0001
1043          NVRAM_EF_UL1_MIPI_RX_EVENT_LOWBAND2_LID          ULMF           000                                      (null)      0x0400      0x0001
1044          NVRAM_EF_UL1_MIPI_RX_DATA_HIGHBAND1_LID          ULMG           000                                      (null)      0x0400      0x0001
1045          NVRAM_EF_UL1_MIPI_RX_DATA_HIGHBAND2_LID          ULMH           000                                      (null)      0x0400      0x0001
1046          NVRAM_EF_UL1_MIPI_RX_DATA_HIGHBAND3_LID          ULMI           000                                      (null)      0x0400      0x0001
1047           NVRAM_EF_UL1_MIPI_RX_DATA_LOWBAND1_LID          ULMJ           000                                      (null)      0x0400      0x0001
1048           NVRAM_EF_UL1_MIPI_RX_DATA_LOWBAND2_LID          ULMK           000                                      (null)      0x0400      0x0001
1049         NVRAM_EF_UL1_MIPI_TX_EVENT_HIGHBAND1_LID          ULML           000                                      (null)      0x0400      0x0001
1050         NVRAM_EF_UL1_MIPI_TX_EVENT_HIGHBAND2_LID          ULMM           000                                      (null)      0x0400      0x0001
1051         NVRAM_EF_UL1_MIPI_TX_EVENT_HIGHBAND3_LID          ULMN           000                                      (null)      0x0400      0x0001
1052          NVRAM_EF_UL1_MIPI_TX_EVENT_LOWBAND1_LID          ULMO           000                                      (null)      0x0400      0x0001
1053          NVRAM_EF_UL1_MIPI_TX_EVENT_LOWBAND2_LID          ULMP           000                                      (null)      0x0400      0x0001
1054          NVRAM_EF_UL1_MIPI_TX_DATA_HIGHBAND1_LID          ULMQ           000                                      (null)      0x0400      0x0001
1055          NVRAM_EF_UL1_MIPI_TX_DATA_HIGHBAND2_LID          ULMR           000                                      (null)      0x0400      0x0001
1056          NVRAM_EF_UL1_MIPI_TX_DATA_HIGHBAND3_LID          ULMS           000                                      (null)      0x0400      0x0001
1057           NVRAM_EF_UL1_MIPI_TX_DATA_LOWBAND1_LID          ULMT           000                                      (null)      0x0400      0x0001
1058           NVRAM_EF_UL1_MIPI_TX_DATA_LOWBAND2_LID          ULMU           000                                      (null)      0x0400      0x0001
1059    NVRAM_EF_UL1_MIPI_ASM_ISOLATION_HIGHBAND1_LID          ULMV           000                                      (null)      0x0400      0x0001
1060    NVRAM_EF_UL1_MIPI_ASM_ISOLATION_HIGHBAND2_LID          ULMW           000                                      (null)      0x0400      0x0001
1061    NVRAM_EF_UL1_MIPI_ASM_ISOLATION_HIGHBAND3_LID          ULMX           000                                      (null)      0x0400      0x0001
1062     NVRAM_EF_UL1_MIPI_ASM_ISOLATION_LOWBAND1_LID          ULMY           000                                      (null)      0x0400      0x0001
1063     NVRAM_EF_UL1_MIPI_ASM_ISOLATION_LOWBAND2_LID          ULMZ           000                                      (null)      0x0400      0x0001
1064                    NVRAM_EF_UL1_MIPI_INIT_CW_LID          ULN1           000                                      (null)      0x0400      0x0001
1065                   NVRAM_EF_UL1_MIPI_SLEEP_CW_LID          ULN2           000                                      (null)      0x0400      0x0001
   6                       NVRAM_EF_SYS_EXCEPTION_LID          MT03           000                                      (null)      0x0000      0x0000
2560                                 NVRAM_EF_ADC_LID          MT1F           000                                      (null)      0x1000      0x0000
--------------------------------------------------------------------------------------------
